date,product_name,category,quantity_sold,price
2025-02-26,PlayStation 5,Gaming Console,8,2135.0
2025-02-26,Xbox Series X,Gaming Console,15,239.0
2025-02-26,Nintendo Switch,Gaming Console,4,2231.0
2025-02-26,DJI Mavic,Drone,6,2204.0
2025-02-26,DJI Mini,Drone,19,1223.0
2025-02-26,Autel Robotics,Drone,3,697.0
2025-02-26,Ryze Tello,Drone,19,2235.0
2025-02-26,Meta Quest,VR Headset,1,1407.0
2025-02-26,PlayStation VR,VR Headset,10,2061.0
2025-02-26,Valve Index,VR Headset,11,2080.0
2025-02-26,HP Reverb,VR Headset,8,1503.0
2025-02-26,Marshall Emberton,Speaker,8,2491.0
2025-02-26,Sonos One,Speaker,2,2165.0
2025-02-26,JBL Boombox,Speaker,8,699.0
2025-02-26,Bose SoundLink,Speaker,13,2464.0
2025-02-26,BenQ 4K,Projector,20,1583.0
2025-02-26,Epson Home Cinema,Projector,8,267.0
2025-02-26,ViewSonic,Projector,9,410.0
2025-02-26,Optoma,Projector,2,754.0
2025-02-27,iPhone Base,Smartphone,8,2446.0
2025-02-27,iPhone Pro,Smartphone,16,186.0
2025-02-27,iPhone Ultra,Smartphone,9,566.0
2025-02-27,Galaxy Base,Smartphone,11,973.0
2025-02-27,Galaxy Pro,Smartphone,14,2391.0
2025-02-27,Galaxy Ultra,Smartphone,8,1300.0
2025-02-27,Pixel Base,Smartphone,4,777.0
2025-02-27,Pixel Pro,Smartphone,8,178.0
2025-02-27,Pixel Ultra,Smartphone,4,187.0
2025-02-27,OnePlus Base,Smartphone,2,105.0
2025-02-27,OnePlus Pro,Smartphone,10,1139.0
2025-02-27,OnePlus Ultra,Smartphone,12,975.0
2025-02-27,Redmi Base,Smartphone,5,2418.0
2025-02-27,Redmi Pro,Smartphone,14,679.0
2025-02-27,Redmi Ultra,Smartphone,3,2198.0
2025-02-27,MacBook Base,Laptop,2,1271.0
2025-02-27,MacBook Pro,Laptop,5,990.0
2025-02-27,MacBook Ultra,Laptop,8,899.0
2025-02-27,XPS Base,Laptop,8,1432.0
2025-02-27,XPS Pro,Laptop,4,1206.0
2025-02-27,XPS Ultra,Laptop,7,1976.0
2025-02-27,ThinkPad Base,Laptop,15,837.0
2025-02-27,ThinkPad Pro,Laptop,6,253.0
2025-02-27,ThinkPad Ultra,Laptop,5,1976.0
2025-02-27,ZenBook Base,Laptop,2,2491.0
2025-02-27,ZenBook Pro,Laptop,8,864.0
2025-02-27,ZenBook Ultra,Laptop,3,2307.0
2025-02-27,Razer Blade Base,Laptop,8,294.0
2025-02-27,Razer Blade Pro,Laptop,13,524.0
2025-02-27,Razer Blade Ultra,Laptop,4,2033.0
2025-02-27,iPad Base,Tablet,14,687.0
2025-02-27,iPad Pro,Tablet,6,898.0
2025-02-27,iPad Ultra,Tablet,15,502.0
2025-02-27,Galaxy Tab Base,Tablet,7,2422.0
2025-02-27,Galaxy Tab Pro,Tablet,8,1431.0
2025-02-27,Galaxy Tab Ultra,Tablet,3,1718.0
2025-02-27,Surface Pro Base,Tablet,9,1648.0
2025-02-27,Surface Pro Pro,Tablet,7,595.0
2025-02-27,Surface Pro Ultra,Tablet,10,355.0
2025-02-27,Lenovo Tab Base,Tablet,4,1634.0
2025-02-27,Lenovo Tab Pro,Tablet,2,2446.0
2025-02-27,Lenovo Tab Ultra,Tablet,5,2471.0
2025-02-27,Sony,Headphones,14,1677.0
2025-02-27,Bose,Headphones,13,502.0
2025-02-27,AirPods,Headphones,6,411.0
2025-02-27,Sennheiser,Headphones,5,193.0
2025-02-27,JBL,Headphones,2,695.0
2025-02-27,Apple Watch,Smartwatch,6,771.0
2025-02-27,Galaxy Watch,Smartwatch,3,1376.0
2025-02-27,Garmin,Smartwatch,4,1852.0
2025-02-27,Fitbit,Smartwatch,12,1897.0
2025-02-27,Anker,Charger,34,732.0
2025-02-27,Belkin,Charger,42,1074.0
2025-02-27,Samsung 45W,Charger,17,1313.0
2025-02-27,Apple 20W,Charger,42,1875.0
2025-02-27,Silicone Case,Accessory,41,1567.0
2025-02-27,USB-C Cable,Accessory,17,1728.0
2025-02-27,Screen Protector,Accessory,41,1916.0
2025-02-27,Power Bank,Accessory,26,2309.0
2025-02-27,Sony Alpha,Camera,16,2370.0
2025-02-27,Canon EOS,Camera,4,409.0
2025-02-27,Fujifilm X,Camera,9,2027.0
2025-02-27,Nikon Z,Camera,13,473.0
2025-02-27,Samsung QLED,TV,13,1992.0
2025-02-27,LG OLED,TV,6,2307.0
2025-02-27,Sony Bravia,TV,6,1619.0
2025-02-27,TCL MiniLED,TV,2,1456.0
2025-02-27,PlayStation 5,Gaming Console,7,402.0
2025-02-27,Xbox Series X,Gaming Console,15,663.0
2025-02-27,Nintendo Switch,Gaming Console,4,364.0
2025-02-27,DJI Mavic,Drone,8,2337.0
2025-02-27,DJI Mini,Drone,15,1114.0
2025-02-27,Autel Robotics,Drone,2,1808.0
2025-02-27,Ryze Tello,Drone,16,710.0
2025-02-27,Meta Quest,VR Headset,3,2139.0
2025-02-27,PlayStation VR,VR Headset,10,123.0
2025-02-27,Valve Index,VR Headset,14,1356.0
2025-02-27,HP Reverb,VR Headset,7,1477.0
2025-02-27,Marshall Emberton,Speaker,9,784.0
2025-02-27,Sonos One,Speaker,4,2264.0
2025-02-27,JBL Boombox,Speaker,10,2247.0
2025-02-27,Bose SoundLink,Speaker,17,1912.0
2025-02-27,BenQ 4K,Projector,14,1393.0
2025-02-27,Epson Home Cinema,Projector,8,1344.0
2025-02-27,ViewSonic,Projector,9,2471.0
2025-02-27,Optoma,Projector,2,1749.0
2025-02-28,iPhone Base,Smartphone,6,1532.0
2025-02-28,iPhone Pro,Smartphone,16,601.0
2025-02-28,iPhone Ultra,Smartphone,11,668.0
2025-02-28,Galaxy Base,Smartphone,12,1921.0
2025-02-28,Galaxy Pro,Smartphone,14,1624.0
2025-02-28,Galaxy Ultra,Smartphone,9,2053.0
2025-02-28,Pixel Base,Smartphone,5,1396.0
2025-02-28,Pixel Pro,Smartphone,15,1024.0
2025-02-28,Pixel Ultra,Smartphone,5,1635.0
2025-02-28,OnePlus Base,Smartphone,3,1039.0
2025-02-28,OnePlus Pro,Smartphone,7,1993.0
2025-02-28,OnePlus Ultra,Smartphone,13,714.0
2025-02-28,Redmi Base,Smartphone,4,1275.0
2025-02-28,Redmi Pro,Smartphone,17,2015.0
2025-02-28,Redmi Ultra,Smartphone,5,249.0
2025-02-28,MacBook Base,Laptop,2,1797.0
2025-02-28,MacBook Pro,Laptop,4,1268.0
2025-02-28,MacBook Ultra,Laptop,6,395.0
2025-02-28,XPS Base,Laptop,7,1221.0
2025-02-28,XPS Pro,Laptop,4,924.0
2025-02-28,XPS Ultra,Laptop,5,1265.0
2025-02-28,ThinkPad Base,Laptop,10,804.0
2025-02-28,ThinkPad Pro,Laptop,6,1660.0
2025-02-28,ThinkPad Ultra,Laptop,6,1151.0
2025-02-28,ZenBook Base,Laptop,3,532.0
2025-02-28,ZenBook Pro,Laptop,9,2125.0
2025-02-28,ZenBook Ultra,Laptop,3,1652.0
2025-02-28,Razer Blade Base,Laptop,3,1124.0
2025-02-28,Razer Blade Pro,Laptop,15,976.0
2025-02-28,Razer Blade Ultra,Laptop,4,1231.0
2025-02-28,iPad Base,Tablet,19,2070.0
2025-02-28,iPad Pro,Tablet,11,1025.0
2025-02-28,iPad Ultra,Tablet,7,1633.0
2025-02-28,Galaxy Tab Base,Tablet,4,495.0
2025-02-28,Galaxy Tab Pro,Tablet,7,1752.0
2025-02-28,Galaxy Tab Ultra,Tablet,5,1184.0
2025-02-28,Surface Pro Base,Tablet,7,1538.0
2025-02-28,Surface Pro Pro,Tablet,21,830.0
2025-02-28,Surface Pro Ultra,Tablet,10,1049.0
2025-02-28,Lenovo Tab Base,Tablet,3,1190.0
2025-02-28,Lenovo Tab Pro,Tablet,3,1958.0
2025-02-28,Lenovo Tab Ultra,Tablet,6,2424.0
2025-02-28,Sony,Headphones,12,353.0
2025-02-28,Bose,Headphones,17,1931.0
2025-02-28,AirPods,Headphones,8,1157.0
2025-02-28,Sennheiser,Headphones,4,1722.0
2025-02-28,JBL,Headphones,3,182.0
2025-02-28,Apple Watch,Smartwatch,6,1191.0
2025-02-28,Galaxy Watch,Smartwatch,6,1339.0
2025-02-28,Garmin,Smartwatch,1,1492.0
2025-02-28,Fitbit,Smartwatch,17,215.0
2025-02-28,Anker,Charger,22,611.0
2025-02-28,Belkin,Charger,30,1060.0
2025-02-28,Samsung 45W,Charger,31,1096.0
2025-02-28,Apple 20W,Charger,40,1280.0
2025-02-28,Silicone Case,Accessory,22,1824.0
2025-02-28,USB-C Cable,Accessory,23,231.0
2025-02-28,Screen Protector,Accessory,46,1061.0
2025-02-28,Power Bank,Accessory,20,790.0
2025-02-28,Sony Alpha,Camera,14,1716.0
2025-02-28,Canon EOS,Camera,7,1230.0
2025-02-28,Fujifilm X,Camera,11,1351.0
2025-02-28,Nikon Z,Camera,18,744.0
2025-02-28,Samsung QLED,TV,15,577.0
2025-02-28,LG OLED,TV,2,971.0
2025-02-28,Sony Bravia,TV,6,156.0
2025-02-28,TCL MiniLED,TV,2,730.0
2025-02-28,PlayStation 5,Gaming Console,8,255.0
2025-02-28,Xbox Series X,Gaming Console,11,2468.0
2025-02-28,Nintendo Switch,Gaming Console,4,2258.0
2025-02-28,DJI Mavic,Drone,6,1485.0
2025-02-28,DJI Mini,Drone,17,1819.0
2025-02-28,Autel Robotics,Drone,2,410.0
2025-02-28,Ryze Tello,Drone,12,1081.0
2025-02-28,Meta Quest,VR Headset,3,2111.0
2025-02-28,PlayStation VR,VR Headset,7,286.0
2025-02-28,Valve Index,VR Headset,15,1719.0
2025-02-28,HP Reverb,VR Headset,9,1551.0
2025-02-28,Marshall Emberton,Speaker,5,1580.0
2025-02-28,Sonos One,Speaker,4,362.0
2025-02-28,JBL Boombox,Speaker,13,525.0
2025-02-28,Bose SoundLink,Speaker,15,265.0
2025-02-28,BenQ 4K,Projector,9,340.0
2025-02-28,Epson Home Cinema,Projector,8,699.0
2025-02-28,ViewSonic,Projector,15,456.0
2025-02-28,Optoma,Projector,2,1085.0
2025-03-01,iPhone Base,Smartphone,10,891.0
2025-03-01,iPhone Pro,Smartphone,24,358.0
2025-03-01,iPhone Ultra,Smartphone,11,2038.0
2025-03-01,Galaxy Base,Smartphone,13,1061.0
2025-03-01,Galaxy Pro,Smartphone,3,1504.0
2025-03-01,Galaxy Ultra,Smartphone,7,1063.0
2025-03-01,Pixel Base,Smartphone,7,2070.0
2025-03-01,Pixel Pro,Smartphone,8,1003.0
2025-03-01,Pixel Ultra,Smartphone,9,156.0
2025-03-01,OnePlus Base,Smartphone,3,1540.0
2025-03-01,OnePlus Pro,Smartphone,12,1724.0
2025-03-01,OnePlus Ultra,Smartphone,16,892.0
2025-03-01,Redmi Base,Smartphone,9,2262.0
2025-03-01,Redmi Pro,Smartphone,12,1598.0
2025-03-01,Redmi Ultra,Smartphone,8,1466.0
2025-03-01,MacBook Base,Laptop,4,973.0
2025-03-01,MacBook Pro,Laptop,6,2199.0
2025-03-01,MacBook Ultra,Laptop,16,1880.0
2025-03-01,XPS Base,Laptop,12,1583.0
2025-03-01,XPS Pro,Laptop,4,2415.0
2025-03-01,XPS Ultra,Laptop,6,374.0
2025-03-01,ThinkPad Base,Laptop,18,954.0
2025-03-01,ThinkPad Pro,Laptop,8,1778.0
2025-03-01,ThinkPad Ultra,Laptop,9,1723.0
2025-03-01,ZenBook Base,Laptop,9,845.0
2025-03-01,ZenBook Pro,Laptop,8,961.0
2025-03-01,ZenBook Ultra,Laptop,6,2166.0
2025-03-01,Razer Blade Base,Laptop,3,1387.0
2025-03-01,Razer Blade Pro,Laptop,18,836.0
2025-03-01,Razer Blade Ultra,Laptop,6,801.0
2025-03-01,iPad Base,Tablet,21,1372.0
2025-03-01,iPad Pro,Tablet,10,1524.0
2025-03-01,iPad Ultra,Tablet,15,1279.0
2025-03-01,Galaxy Tab Base,Tablet,7,871.0
2025-03-01,Galaxy Tab Pro,Tablet,8,409.0
2025-03-01,Galaxy Tab Ultra,Tablet,8,557.0
2025-03-01,Surface Pro Base,Tablet,10,463.0
2025-03-01,Surface Pro Pro,Tablet,12,1700.0
2025-03-01,Surface Pro Ultra,Tablet,14,557.0
2025-03-01,Lenovo Tab Base,Tablet,4,2124.0
2025-03-01,Lenovo Tab Pro,Tablet,4,2079.0
2025-03-01,Lenovo Tab Ultra,Tablet,9,489.0
2025-03-01,Sony,Headphones,14,1730.0
2025-03-01,Bose,Headphones,17,957.0
2025-03-01,AirPods,Headphones,17,2410.0
2025-03-01,Sennheiser,Headphones,7,251.0
2025-03-01,JBL,Headphones,5,276.0
2025-03-01,Apple Watch,Smartwatch,8,2323.0
2025-03-01,Galaxy Watch,Smartwatch,7,1482.0
2025-03-01,Garmin,Smartwatch,3,1603.0
2025-03-01,Fitbit,Smartwatch,23,1268.0
2025-03-01,Anker,Charger,47,213.0
2025-03-01,Belkin,Charger,44,415.0
2025-03-01,Samsung 45W,Charger,43,1376.0
2025-03-01,Apple 20W,Charger,65,1011.0
2025-03-01,Silicone Case,Accessory,50,341.0
2025-03-01,USB-C Cable,Accessory,51,1439.0
2025-03-01,Screen Protector,Accessory,54,413.0
2025-03-01,Power Bank,Accessory,39,1180.0
2025-03-01,Sony Alpha,Camera,17,261.0
2025-03-01,Canon EOS,Camera,10,1388.0
2025-03-01,Fujifilm X,Camera,18,1219.0
2025-03-01,Nikon Z,Camera,16,1583.0
2025-03-01,Samsung QLED,TV,20,789.0
2025-03-01,LG OLED,TV,6,537.0
2025-03-01,Sony Bravia,TV,12,1558.0
2025-03-01,TCL MiniLED,TV,3,299.0
2025-03-01,PlayStation 5,Gaming Console,6,1872.0
2025-03-01,Xbox Series X,Gaming Console,24,1573.0
2025-03-01,Nintendo Switch,Gaming Console,8,622.0
2025-03-01,DJI Mavic,Drone,9,1543.0
2025-03-01,DJI Mini,Drone,21,431.0
2025-03-01,Autel Robotics,Drone,5,896.0
2025-03-01,Ryze Tello,Drone,14,757.0
2025-03-01,Meta Quest,VR Headset,5,770.0
2025-03-01,PlayStation VR,VR Headset,10,2241.0
2025-03-01,Valve Index,VR Headset,18,1924.0
2025-03-01,HP Reverb,VR Headset,11,2011.0
2025-03-01,Marshall Emberton,Speaker,8,1286.0
2025-03-01,Sonos One,Speaker,4,1042.0
2025-03-01,JBL Boombox,Speaker,13,947.0
2025-03-01,Bose SoundLink,Speaker,13,1066.0
2025-03-01,BenQ 4K,Projector,16,1524.0
2025-03-01,Epson Home Cinema,Projector,14,721.0
2025-03-01,ViewSonic,Projector,17,2173.0
2025-03-01,Optoma,Projector,3,2101.0
2025-03-02,iPhone Base,Smartphone,8,2108.0
2025-03-02,iPhone Pro,Smartphone,21,1659.0
2025-03-02,iPhone Ultra,Smartphone,9,1546.0
2025-03-02,Galaxy Base,Smartphone,8,2017.0
2025-03-02,Galaxy Pro,Smartphone,15,1009.0
2025-03-02,Galaxy Ultra,Smartphone,8,1643.0
2025-03-02,Pixel Base,Smartphone,8,876.0
2025-03-02,Pixel Pro,Smartphone,16,103.0
2025-03-02,Pixel Ultra,Smartphone,8,2250.0
2025-03-02,OnePlus Base,Smartphone,5,2115.0
2025-03-02,OnePlus Pro,Smartphone,13,1313.0
2025-03-02,OnePlus Ultra,Smartphone,12,1865.0
2025-03-02,Redmi Base,Smartphone,6,2284.0
2025-03-02,Redmi Pro,Smartphone,18,2138.0
2025-03-02,Redmi Ultra,Smartphone,7,1479.0
2025-03-02,MacBook Base,Laptop,3,1805.0
2025-03-02,MacBook Pro,Laptop,9,1166.0
2025-03-02,MacBook Ultra,Laptop,20,1824.0
2025-03-02,XPS Base,Laptop,11,569.0
2025-03-02,XPS Pro,Laptop,5,2103.0
2025-03-02,XPS Ultra,Laptop,7,880.0
2025-03-02,ThinkPad Base,Laptop,18,344.0
2025-03-02,ThinkPad Pro,Laptop,8,734.0
2025-03-02,ThinkPad Ultra,Laptop,8,1815.0
2025-03-02,ZenBook Base,Laptop,6,2359.0
2025-03-02,ZenBook Pro,Laptop,9,923.0
2025-03-02,ZenBook Ultra,Laptop,4,1029.0
2025-03-02,Razer Blade Base,Laptop,7,1445.0
2025-03-02,Razer Blade Pro,Laptop,25,675.0
2025-03-02,Razer Blade Ultra,Laptop,6,416.0
2025-03-02,iPad Base,Tablet,31,2234.0
2025-03-02,iPad Pro,Tablet,9,2433.0
2025-03-02,iPad Ultra,Tablet,19,803.0
2025-03-02,Galaxy Tab Base,Tablet,8,1298.0
2025-03-02,Galaxy Tab Pro,Tablet,14,276.0
2025-03-02,Galaxy Tab Ultra,Tablet,5,1009.0
2025-03-02,Surface Pro Base,Tablet,7,686.0
2025-03-02,Surface Pro Pro,Tablet,12,1418.0
2025-03-02,Surface Pro Ultra,Tablet,5,1051.0
2025-03-02,Lenovo Tab Base,Tablet,3,1072.0
2025-03-02,Lenovo Tab Pro,Tablet,3,1875.0
2025-03-02,Lenovo Tab Ultra,Tablet,8,389.0
2025-03-02,Sony,Headphones,20,334.0
2025-03-02,Bose,Headphones,29,683.0
2025-03-02,AirPods,Headphones,18,1049.0
2025-03-02,Sennheiser,Headphones,5,1620.0
2025-03-02,JBL,Headphones,4,1224.0
2025-03-02,Apple Watch,Smartwatch,9,838.0
2025-03-02,Galaxy Watch,Smartwatch,3,1337.0
2025-03-02,Garmin,Smartwatch,5,1609.0
2025-03-02,Fitbit,Smartwatch,26,910.0
2025-03-02,Anker,Charger,44,2128.0
2025-03-02,Belkin,Charger,27,326.0
2025-03-02,Samsung 45W,Charger,45,2221.0
2025-03-02,Apple 20W,Charger,52,2490.0
2025-03-02,Silicone Case,Accessory,54,2144.0
2025-03-02,USB-C Cable,Accessory,23,2445.0
2025-03-02,Screen Protector,Accessory,45,538.0
2025-03-02,Power Bank,Accessory,33,2247.0
2025-03-02,Sony Alpha,Camera,19,1065.0
2025-03-02,Canon EOS,Camera,8,1480.0
2025-03-02,Fujifilm X,Camera,21,2301.0
2025-03-02,Nikon Z,Camera,11,1138.0
2025-03-02,Samsung QLED,TV,16,1597.0
2025-03-02,LG OLED,TV,8,443.0
2025-03-02,Sony Bravia,TV,9,2138.0
2025-03-02,TCL MiniLED,TV,4,691.0
2025-03-02,PlayStation 5,Gaming Console,6,752.0
2025-03-02,Xbox Series X,Gaming Console,11,1893.0
2025-03-02,Nintendo Switch,Gaming Console,8,1905.0
2025-03-02,DJI Mavic,Drone,8,2010.0
2025-03-02,DJI Mini,Drone,15,1371.0
2025-03-02,Autel Robotics,Drone,7,1903.0
2025-03-02,Ryze Tello,Drone,19,1675.0
2025-03-02,Meta Quest,VR Headset,6,170.0
2025-03-02,PlayStation VR,VR Headset,12,1102.0
2025-03-02,Valve Index,VR Headset,22,2100.0
2025-03-02,HP Reverb,VR Headset,17,1578.0
2025-03-02,Marshall Emberton,Speaker,10,2319.0
2025-03-02,Sonos One,Speaker,6,2495.0
2025-03-02,JBL Boombox,Speaker,14,1400.0
2025-03-02,Bose SoundLink,Speaker,21,2183.0
2025-03-02,BenQ 4K,Projector,15,102.0
2025-03-02,Epson Home Cinema,Projector,15,2487.0
2025-03-02,ViewSonic,Projector,20,1929.0
2025-03-02,Optoma,Projector,2,1976.0
2025-03-03,iPhone Base,Smartphone,4,1652.0
2025-03-03,iPhone Pro,Smartphone,7,318.0
2025-03-03,iPhone Ultra,Smartphone,10,2394.0
2025-03-03,Galaxy Base,Smartphone,11,441.0
2025-03-03,Galaxy Pro,Smartphone,19,833.0
2025-03-03,Galaxy Ultra,Smartphone,7,2433.0
2025-03-03,Pixel Base,Smartphone,8,239.0
2025-03-03,Pixel Pro,Smartphone,5,2055.0
2025-03-03,Pixel Ultra,Smartphone,2,1201.0
2025-03-03,OnePlus Base,Smartphone,3,1160.0
2025-03-03,OnePlus Pro,Smartphone,10,2182.0
2025-03-03,OnePlus Ultra,Smartphone,11,1377.0
2025-03-03,Redmi Base,Smartphone,2,158.0
2025-03-03,Redmi Pro,Smartphone,14,2243.0
2025-03-03,Redmi Ultra,Smartphone,3,936.0
2025-03-03,MacBook Base,Laptop,3,338.0
2025-03-03,MacBook Pro,Laptop,6,348.0
2025-03-03,MacBook Ultra,Laptop,8,273.0
2025-03-03,XPS Base,Laptop,7,1622.0
2025-03-03,XPS Pro,Laptop,2,1406.0
2025-03-03,XPS Ultra,Laptop,4,2126.0
2025-03-03,ThinkPad Base,Laptop,18,1016.0
2025-03-03,ThinkPad Pro,Laptop,4,2357.0
2025-03-03,ThinkPad Ultra,Laptop,6,1890.0
2025-03-03,ZenBook Base,Laptop,4,1868.0
2025-03-03,ZenBook Pro,Laptop,7,883.0
2025-03-03,ZenBook Ultra,Laptop,2,951.0
2025-03-03,Razer Blade Base,Laptop,3,693.0
2025-03-03,Razer Blade Pro,Laptop,12,814.0
2025-03-03,Razer Blade Ultra,Laptop,2,1399.0
2025-03-03,iPad Base,Tablet,22,1925.0
2025-03-03,iPad Pro,Tablet,9,1909.0
2025-03-03,iPad Ultra,Tablet,9,1313.0
2025-03-03,Galaxy Tab Base,Tablet,6,1875.0
2025-03-03,Galaxy Tab Pro,Tablet,6,1878.0
2025-03-03,Galaxy Tab Ultra,Tablet,4,1729.0
2025-03-03,Surface Pro Base,Tablet,8,908.0
2025-03-03,Surface Pro Pro,Tablet,13,1439.0
2025-03-03,Surface Pro Ultra,Tablet,7,1898.0
2025-03-03,Lenovo Tab Base,Tablet,2,2412.0
2025-03-03,Lenovo Tab Pro,Tablet,2,2300.0
2025-03-03,Lenovo Tab Ultra,Tablet,2,998.0
2025-03-03,Sony,Headphones,8,2036.0
2025-03-03,Bose,Headphones,20,1635.0
2025-03-03,AirPods,Headphones,15,2405.0
2025-03-03,Sennheiser,Headphones,4,1354.0
2025-03-03,JBL,Headphones,4,1918.0
2025-03-03,Apple Watch,Smartwatch,6,343.0
2025-03-03,Galaxy Watch,Smartwatch,7,2092.0
2025-03-03,Garmin,Smartwatch,3,1878.0
2025-03-03,Fitbit,Smartwatch,14,1238.0
2025-03-03,Anker,Charger,28,2367.0
2025-03-03,Belkin,Charger,20,1390.0
2025-03-03,Samsung 45W,Charger,26,2435.0
2025-03-03,Apple 20W,Charger,32,388.0
2025-03-03,Silicone Case,Accessory,19,836.0
2025-03-03,USB-C Cable,Accessory,24,575.0
2025-03-03,Screen Protector,Accessory,29,646.0
2025-03-03,Power Bank,Accessory,35,1586.0
2025-03-03,Sony Alpha,Camera,17,785.0
2025-03-03,Canon EOS,Camera,6,2430.0
2025-03-03,Fujifilm X,Camera,19,229.0
2025-03-03,Nikon Z,Camera,12,1543.0
2025-03-03,Samsung QLED,TV,10,1146.0
2025-03-03,LG OLED,TV,8,763.0
2025-03-03,Sony Bravia,TV,6,2475.0
2025-03-03,TCL MiniLED,TV,2,551.0
2025-03-03,PlayStation 5,Gaming Console,6,108.0
2025-03-03,Xbox Series X,Gaming Console,10,2489.0
2025-03-03,Nintendo Switch,Gaming Console,3,190.0
2025-03-03,DJI Mavic,Drone,7,720.0
2025-03-03,DJI Mini,Drone,20,1477.0
2025-03-03,Autel Robotics,Drone,2,1075.0
2025-03-03,Ryze Tello,Drone,15,2382.0
2025-03-03,Meta Quest,VR Headset,3,1489.0
2025-03-03,PlayStation VR,VR Headset,7,2298.0
2025-03-03,Valve Index,VR Headset,9,1613.0
2025-03-03,HP Reverb,VR Headset,7,929.0
2025-03-03,Marshall Emberton,Speaker,8,1999.0
2025-03-03,Sonos One,Speaker,3,1213.0
2025-03-03,JBL Boombox,Speaker,9,358.0
2025-03-03,Bose SoundLink,Speaker,11,1734.0
2025-03-03,BenQ 4K,Projector,14,1562.0
2025-03-03,Epson Home Cinema,Projector,7,1880.0
2025-03-03,ViewSonic,Projector,10,241.0
2025-03-03,Optoma,Projector,3,2085.0
2025-03-04,iPhone Base,Smartphone,7,2057.0
2025-03-04,iPhone Pro,Smartphone,11,402.0
2025-03-04,iPhone Ultra,Smartphone,11,1413.0
2025-03-04,Galaxy Base,Smartphone,11,665.0
2025-03-04,Galaxy Pro,Smartphone,8,686.0
